got to believe that turning back time on timehop would be amazing. some of her tweets are class.
"there just isn't much to like about the team sadly. poor management, rather weak drivers and a weird social media set up."
rt we've chosen our top dog for the #malaysiagp - it isn't sebastian vettel… do you agree?
i doubt any would be quick in coming forward now after the antics in melbourne...
does lewis hamilton have a new rival!? 😜 🏁🏆
being a pop star sounds like a lot of shit sometimes. privacy is sacred these days.
mclaren have found themselves back in 1995 just like alonso...
try the website perhaps?
power apparently hit jpm. wing damage for power. #indycar
montoya is doing well in the basketball...
makes sense.
they did. they showed it till 10:30. they don't have to show any more if they choose not to. it seems like an automatic thing.
basketball is trash imo.
they never normally switch back.
first time i've ever seen them do that tbh.
they never normally do.
look at the schedule. was always ending at 10:30.
that's the schedule.
espn quit the show at 10:30.
good grief montoya is leading the #indycar race! the day of nostalgia continues with gusto.
what a stunning little baby it is as well! never too early to get them into f1.
someone needs to blue shell will power...
they get told not to in indycar until the safety team arrives.
i have two two day weeks in april! lovely month.
there hasn't been a single overtake since lap 1.
#indycar needs drs.
p.s determined to get that schuey article done and dusted this week. seems fitting given today!
oh. that's a bummer. :(
someone give an #indycar stream...
simon pagenaud seems to have swapped his red michael schumacher lookalike helmet design for a yellow ralf schumacher lookalike one. #indycar
those #indycar aero kits look absolutely horrific. less really is more sometimes.
think montoya will be my man for #indycar this season. either him or tk.
sato.
"a german winning for ferrari, rossi winning on the bikes and montoya at the front in indycar... ...is this really 2000? #f1 #motogp #indycar"
being this light at 19:00 is messing with my head.
"for those who think vettel can't win from anything other than pole, today was the 13th time he has done just that. #f1"
"rt vettel: ""michael [schumacher] was my hero, i looked up to him. that's why today is so emotional and very special."""
very much so! don't think the merc top brass will be impressed.
lauda seems happier ferrari won than mercedes! #f1
rt the german anthem followed by the italian one. it just feels right... #keepfightingmichael #malaysiagp
nope. monza 2008.
also as always #forzajules. also a member of the family. #f1
"rt seb with the old schumi conducting of the italian national anthem. what a dream come true for him, emulating his idol. #skyf1"
rt j'espère que d'une manière ou d'une autre michael schumacher voit cela et peut en avoir conscience. #grandmoment #f1ismagic
it's going to be so amazing!
same!
i wonder how is feeling!?
rt sebastian vettel wins ferrari's 75th grand prix with a german driver #keepfightingmichael
nope. vettel for toro rosso monza 2008.
ga. didn't have a choice though.
see you there then indeed!
you going?
sebastian vettel. grand prix winner! nice one. michael schumacher would be a very proud man. very proud. #f1
what a year to win a trip to the italian grand prix. ferrari and vettel look mighty. raikkonen too back on form. #f1
well i'd agree but you know how the latest update about michael was. i hope he is smiling.
what did he say?
"rt so, red bull racing, who are you going to blame now? thoroughly trounced by your junior team"
this could have been a ferrari 1-2 if raikkonen hadn't been hit at the start of the race. merc have to notice that. #f1
i don't think there's anything wrong with saying it reminds one of schuey. we all know vettel is vettel.
this drive does remind me of schumacher's in 1998 tbh.
"ok so, come on vettel! get the job done. do schumi proud. #keepfightingmichael #f1"
better than half the rubbish in the top 40.
oh how to be a fly on that wall!
well he was catching vettel big time. hamilton clearly furious with his team. #f1
hamilton gaining in vettel hand over fist at the moment. race on! #f1
there was no chop. hulk made a mistake into t1 and should have backed out. simple.
because he deserved it.
hamilton eating vettel alive now. #f1
the drivers seem to think today is a boxing match rather than a motor race. stop hitting each other! #f1
hamilton in the pound seat right now. merc much better on mediums.
10 second pen coming.
remember the rain. could hand the race to either driver on a platter. #f1
merc will be on mediums and much happier though. race far from finished. especially with rain coming.
"depends how hard the merc is on tyres, looks big degradation. race not over."
nah not yet.
should have backed out given he made a mistake going into 1. corner was dany's.
hammer time. this is where lewis can win the race. #f1
i don't think sparks should be coming off the red bull brakes. big issues. #f1
mclaren's race pace looked decent. way better than oz. late season could be far more fruitful than i thought. #f1
romp is a good word.
no idea why ferrari stayed out. later hamilton will romp away.
ham is holding the gap now. merc still hold the cards.
thought you might!
not at all. hamilton uber fav for race now unless it surprise rains!
bad afternoon for sauber given they paid vdg €15million not to drive in ericsson's car. ericsson's mistake was woeful. #f1
vettel not stopping has ruined the entire afternoon i fear. #f1
what was said?
spending the evening watching the 1992 cart season. those race cars were absolutely mental! #indycar
""
"if it rains it'll be delayed, no doubt about that. we saw today they won't go racing until inters weather."
says thunderstorms still more likely than not on mine.
indeed and blaming the driver on this occasion was completely out of line. completely.
he made an appalling joke about bianchi and marussia last year as well. he clearly isn't a nice man.
"very sad news from the #nurburgring. thoughts with the deceased, the injured and the driver of car #23 #nissan"
an accident happened and someone lost their life. it should be a time where respects are made not digs at drivers involved.
it isn't the first time he's been an insensitive moron.
"here are racing career stats, as you will see he was absolutely rubbish. #f1"
. you might want to review your entire 1995 #f1 season before judging anyone else's driving you muppet.
i vote or for a female doctor. both have sass and style with bags of emotion.
for some reason that reminds me of that famous photo of senna winning at portugal in 85.
i have no idea. i didn't look at it very long because i fear there may be some rather horrifying reports later.
my only question upon seeing the image is how on earth did it manage that!? glad driver got out ok.
two places!? pah. you can get that back in 200 yards with a lightning start!
...in the last race of the season. by one point!
the andretti's and the unser's being the main case. in fact in 1984 al unser beat al unser jr. to the cart title...
vettel can win this race tomorrow. #f1
how close did vettel get to his first ferrari pole!? #f1
he's got a handy margin...
already got my ferrari top ready!
we got him to speak!
:o is he feeling ok?
still expecting a lewis pole. especially in these conditions. #f1
how long did that last!?
the ferrari's are much better this year!
i wonder if someone will have one at wec?
do it!
they've had lightning since oz...!?
do monza! me and are going!
only a couple! ;)
shh! i said some!
some hamilton fans can calm down. quali would continue tomorrow morning just like aus 2013. still too late for raikkonen. #f1
this isn't football. they'll either take q2 as grid or hold q3 tomorrow morning.
if q3 can't get going then q2 times will make grid.
